-0.6545465, 2.6178987, 9.47387, 1623193819735
-0.5875118, 2.5676227, 9.519359, 1623193819753
-0.5132947, 2.6059282, 9.545693, 1623193819773
-0.51090056, 2.6107163, 9.579211, 1623193819794
-0.46541268, 2.584381, 9.47387, 1623193819813
-0.5132947, 2.5436816, 9.533724, 1623193819833
-0.5132947, 2.5149524, 9.481053, 1623193819853
-0.4893537, 2.5628345, 9.40923, 1623193819873
-0.5085065, 2.6011398, 9.464294, 1623193819893
-0.52047694, 2.5915637, 9.421201, 1623193819912
-0.52526516, 2.5556521, 9.430778, 1623193819932
-0.5300534, 2.558046, 9.399653, 1623193819953
-0.56357074, 2.5700166, 9.449929, 1623193819971
-0.53244746, 2.584381, 9.471477, 1623193819991
-0.5228711, 2.5819871, 9.579211, 1623193820012
-0.52526516, 2.5867753, 9.521752, 1623193820032
-0.4749891, 2.5939577, 9.524146, 1623193820052
-0.4534422, 2.5963516, 9.55527, 1623193820071
-0.4510481, 2.6202927, 9.488235, 1623193820092
-0.4414717, 2.6394455, 9.471477, 1623193820111
-0.448654, 2.6370513, 9.47387, 1623193820131
-0.424713, 2.6155047, 9.567241, 1623193820151
-0.35528415, 2.6059282, 9.562452, 1623193820171
-0.32176676, 2.558046, 9.471477, 1623193820190
-0.2667025, 2.4814348, 9.47387, 1623193820209
-0.23797332, 2.4790409, 9.404443, 1623193820230
-0.20206183, 2.4790409, 9.366137, 1623193820250
-0.15417984, 2.4957995, 9.430778, 1623193820271
-0.13023886, 2.4598882, 9.502601, 1623193820290
-0.13981526, 2.333001, 9.658216, 1623193820309
0.02058936, 2.3186364, 9.646247, 1623193820329
0.24084643, 2.3042717, 9.490629, 1623193820349
0.29112253, 2.287513, 9.390078, 1623193820370
0.16662937, 2.218084, 9.804256, 1623193820390
0.1498707, 2.1055615, 10.074789, 1623193820408
0.18817626, 1.9283983, 10.249558, 1623193820429
0.34858087, 1.8015112, 10.172948, 1623193820448
0.6143259, 1.8350285, 9.811439, 1623193820469
0.93034685, 1.846999, 9.40923, 1623193820489
1.2272152, 1.8134817, 9.1722145, 1623193820509
1.4211372, 1.8039051, 9.062085, 1623193820528
1.4642309, 1.7057471, 9.177003, 1623193820553
1.5073247, 1.4304258, 9.402047, 1623193820569
1.5456303, 1.19341, 9.653428, 1623193820589
1.5743595, 0.97794116, 9.83538, 1623193820609
1.612665, 0.6978316, 10.146612, 1623193820629
1.6294237, 0.48236266, 10.376447, 1623193820648
